Ticket_ID,Property_Cluster,Building_Type,Issue_Category,Maintenance_Type,Asset_Criticality,Priority_Level,Created_Timestamp,First_Response_Timestamp,Resolved_Timestamp,Vendor_ID,Vendor_Tier,SLA_Target_Hours,SLA_Breached,Root_Cause_Tag,Resolution_Time_Hours,Response_Time_Minutes,Delay_Bucket,Vendor_Reliability_Index
TKT-100857,C Campus,Office Tower,Elevator,Preventive,Medium,Medium,13-11-2025 16:00,13-11-2025 16:55,21:36.3,V-14,Standard,4,False,Repeat Failure,3.35,55,On Time,0.65
TKT-100858,B Campus,IT Park,Elevator,Preventive,Medium,Medium,11-10-2025 10:44,11-10-2025 11:44,01:08.7,V-09,Standard,4,False,Approval Pending,3.28,60,On Time,0.7
TKT-100859,C Campus,IT Park,HVAC,Preventive,Medium,Medium,17-10-2025 10:52,17-10-2025 12:45,25:47.1,V-02,Backup,8,True,Repeat Failure,14.56,113,Major Delay,0.41
TKT-100860,A Campus,Mall,Electrical,Preventive,Medium,Medium,06-12-2025 22:32,06-12-2025 23:26,46:57.7,V-25,Preferred,6,False,Repeat Failure,3.24,54,On Time,0.85
TKT-100861,C Campus,Office Tower,Access Control,Preventive,Medium,Medium,12-12-2025 15:04,12-12-2025 16:21,00:07.4,V-07,Standard,12,False,Misdiagnosis,6.94,77,On Time,0.68
TKT-100862,A Campus,IT Park,Plumbing,Emergency,High,High,21-09-2025 03:45,21-09-2025 04:40,02:57.4,V-04,Standard,10,False,Misdiagnosis,9.29,55,On Time,0.71
TKT-100863,A Campus,Office Tower,Plumbing,Preventive,Medium,Medium,21-08-2025 19:10,21-08-2025 20:11,24:52.9,V-07,Backup,10,False,Technician Delay,9.24,61,On Time,0.57
TKT-100864,B Campus,Office Tower,Electrical,Preventive,Medium,Medium,03-09-2025 19:20,03-09-2025 20:08,56:39.7,V-07,Standard,6,False,Misdiagnosis,4.61,48,On Time,0.68
TKT-100865,A Campus,Hospital,HVAC,Emergency,High,High,26-10-2025 22:54,27-10-2025 00:10,37:53.6,V-02,Standard,8,False,Misdiagnosis,7.72,76,On Time,0.65
TKT-100866,B Campus,Mall,HVAC,Preventive,Medium,Medium,12-10-2025 07:54,12-10-2025 08:45,39:42.7,V-23,Standard,8,False,Misdiagnosis,5.75,51,On Time,0.7
TKT-100867,B Campus,Mall,Elevator,Emergency,High,High,30-11-2025 13:45,30-11-2025 14:28,55:05.8,V-23,Preferred,4,True,Misdiagnosis,4.16,43,Minor Delay,0.65
TKT-100868,B Campus,Hospital,Plumbing,Preventive,Medium,Medium,03-08-2025 01:20,03-08-2025 02:25,38:08.2,V-14,Standard,10,False,Repeat Failure,8.29,65,On Time,0.69
TKT-100869,A Campus,Mall,Access Control,Preventive,Medium,Medium,19-12-2025 02:57,19-12-2025 03:46,52:33.4,V-08,Standard,12,False,Approval Pending,5.92,49,On Time,0.67
TKT-100870,A Campus,IT Park,HVAC,Preventive,Medium,Medium,19-10-2025 03:39,19-10-2025 04:27,56:12.1,V-24,Preferred,8,True,Repeat Failure,8.28,48,Minor Delay,0.69
TKT-100871,B Campus,Office Tower,Plumbing,Preventive,Medium,Medium,14-10-2025 23:12,14-10-2025 23:58,30:10.9,V-17,Preferred,10,False,Part Unavailable,7.29,46,On Time,0.8
TKT-100872,C Campus,Office Tower,HVAC,Preventive,Medium,Medium,22-08-2025 09:59,22-08-2025 11:02,41:58.1,V-16,Preferred,8,False,Misdiagnosis,7.7,63,On Time,0.89
TKT-100873,A Campus,Office Tower,Elevator,Preventive,Low,Low,10-08-2025 01:27,10-08-2025 02:59,32:07.7,V-18,Standard,4,False,Technician Delay,3.07,92,On Time,0.67
TKT-100874,C Campus,Mall,Elevator,Preventive,Low,Low,24-12-2025 18:25,24-12-2025 19:17,18:38.7,V-17,Preferred,4,True,Approval Pending,4.88,52,Minor Delay,0.65
TKT-100875,B Campus,IT Park,HVAC,Preventive,Low,Low,02-12-2025 10:31,02-12-2025 12:00,36:15.4,V-05,Backup,8,True,Part Unavailable,11.08,89,Minor Delay,0.37
TKT-100876,C Campus,Mall,Elevator,Preventive,Medium,Medium,26-08-2025 06:28,26-08-2025 08:07,41:11.4,V-07,Backup,4,False,Approval Pending,3.21,99,On Time,0.55
TKT-100877,C Campus,IT Park,Elevator,Emergency,High,High,03-10-2025 19:57,03-10-2025 20:46,53:13.1,V-17,Preferred,4,False,Part Unavailable,1.93,49,On Time,0.8
TKT-100878,C Campus,Mall,Access Control,Preventive,Low,Low,16-11-2025 11:44,16-11-2025 13:01,57:53.5,V-12,Backup,12,False,Repeat Failure,6.23,77,On Time,0.56
TKT-100879,C Campus,Office Tower,HVAC,Preventive,Medium,Medium,16-09-2025 12:00,16-09-2025 12:36,13:14.4,V-19,Preferred,8,True,Part Unavailable,9.22,36,Minor Delay,0.72
TKT-100880,C Campus,Mall,HVAC,Preventive,Medium,Medium,27-07-2025 08:21,27-07-2025 09:17,21:55.2,V-13,Preferred,8,False,Part Unavailable,7.0,56,On Time,0.83
TKT-100881,A Campus,Mall,HVAC,Emergency,High,High,24-09-2025 19:24,24-09-2025 21:08,30:35.9,V-14,Backup,8,True,Misdiagnosis,8.1,104,Minor Delay,0.37
TKT-100882,A Campus,IT Park,Access Control,Preventive,Medium,Medium,18-07-2025 04:06,18-07-2025 04:44,56:51.5,V-19,Preferred,12,False,Misdiagnosis,3.84,38,On Time,0.85
TKT-100883,A Campus,Office Tower,Electrical,Emergency,High,High,17-09-2025 05:50,17-09-2025 06:20,14:02.5,V-21,Preferred,6,False,Part Unavailable,5.39,30,On Time,0.88
TKT-100884,B Campus,IT Park,HVAC,Preventive,Medium,Medium,18-10-2025 19:09,18-10-2025 20:24,58:22.8,V-23,Standard,8,True,Part Unavailable,9.82,75,Minor Delay,0.56
TKT-100885,C Campus,Mall,HVAC,Preventive,Low,Low,21-11-2025 18:37,21-11-2025 19:38,14:00.7,V-01,Preferred,8,False,Technician Delay,4.61,61,On Time,0.82
TKT-100886,C Campus,Mall,Elevator,Emergency,High,High,14-07-2025 00:54,14-07-2025 01:24,00:10.3,V-17,Preferred,4,False,Approval Pending,2.1,30,On Time,0.82
TKT-100887,B Campus,IT Park,Electrical,Preventive,Medium,Medium,28-08-2025 05:44,28-08-2025 06:54,02:40.5,V-15,Standard,6,False,Part Unavailable,4.3,70,On Time,0.65
TKT-100888,C Campus,IT Park,Plumbing,Preventive,Medium,Medium,29-07-2025 09:33,29-07-2025 10:43,44:03.2,V-07,Preferred,10,True,Approval Pending,10.18,70,Minor Delay,0.67
TKT-100889,B Campus,Hospital,HVAC,Preventive,Medium,Medium,07-11-2025 14:56,07-11-2025 15:32,28:05.3,V-14,Preferred,8,True,Technician Delay,8.53,36,Minor Delay,0.68
TKT-100890,A Campus,IT Park,Electrical,Preventive,Low,Low,27-09-2025 18:09,27-09-2025 18:46,36:34.6,V-02,Preferred,6,False,Approval Pending,2.45,37,On Time,0.84
TKT-100891,A Campus,Office Tower,Electrical,Preventive,Medium,Medium,23-08-2025 18:27,23-08-2025 19:12,21:02.0,V-13,Standard,6,False,Misdiagnosis,4.88,45,On Time,0.66
TKT-100892,A Campus,Mall,Elevator,Preventive,Low,Low,07-09-2025 07:49,07-09-2025 08:55,42:20.2,V-13,Preferred,4,False,Misdiagnosis,2.89,66,On Time,0.88
TKT-100893,C Campus,Office Tower,Elevator,Preventive,Low,Low,30-09-2025 14:31,30-09-2025 16:09,49:45.6,V-11,Backup,4,True,Technician Delay,6.3,98,Major Delay,0.35
TKT-100894,C Campus,Hospital,HVAC,Preventive,Medium,Medium,14-07-2025 02:53,14-07-2025 03:40,09:51.2,V-11,Standard,8,False,Approval Pending,4.27,47,On Time,0.71
TKT-100895,C Campus,Mall,Electrical,Preventive,Low,Low,22-12-2025 17:20,22-12-2025 18:01,18:44.1,V-02,Preferred,6,False,Repeat Failure,3.97,41,On Time,0.8
TKT-100896,A Campus,Office Tower,Electrical,Preventive,Medium,Medium,26-10-2025 18:39,26-10-2025 20:04,39:44.5,V-19,Standard,6,True,Misdiagnosis,9.01,85,Major Delay,0.51
TKT-100897,A Campus,Mall,HVAC,Emergency,High,High,04-10-2025 08:42,04-10-2025 10:10,32:12.7,V-03,Backup,8,True,Part Unavailable,11.83,88,Minor Delay,0.35
TKT-100898,A Campus,IT Park,Plumbing,Preventive,Medium,Medium,07-07-2025 10:54,07-07-2025 12:30,53:09.2,V-22,Standard,10,True,Approval Pending,11.98,96,Minor Delay,0.5
TKT-100899,C Campus,Office Tower,HVAC,Preventive,Medium,Medium,09-12-2025 15:16,09-12-2025 15:59,44:02.3,V-03,Preferred,8,False,Misdiagnosis,6.46,43,On Time,0.82
TKT-100900,B Campus,Office Tower,HVAC,Preventive,Medium,Medium,19-10-2025 12:26,19-10-2025 13:01,27:12.8,V-01,Preferred,8,False,Technician Delay,4.01,35,On Time,0.86
TKT-100901,B Campus,Hospital,HVAC,Emergency,High,High,14-11-2025 13:29,14-11-2025 14:36,30:09.9,V-20,Standard,8,False,Technician Delay,5.01,67,On Time,0.66
TKT-100902,B Campus,Office Tower,Access Control,Preventive,Low,Low,15-10-2025 00:16,15-10-2025 01:45,44:55.9,V-14,Standard,12,False,Part Unavailable,7.48,89,On Time,0.7
TKT-100903,A Campus,Hospital,Electrical,Preventive,Medium,Medium,28-07-2025 01:07,28-07-2025 01:50,35:04.1,V-03,Preferred,6,False,Part Unavailable,5.45,43,On Time,0.8
TKT-100904,C Campus,IT Park,Plumbing,Preventive,Low,Low,14-07-2025 17:46,14-07-2025 18:57,37:36.7,V-02,Standard,10,False,Technician Delay,5.85,71,On Time,0.73
TKT-100905,A Campus,Office Tower,Plumbing,Emergency,High,High,13-08-2025 17:43,13-08-2025 18:35,18:47.0,V-25,Preferred,10,False,Repeat Failure,9.6,52,On Time,0.86
TKT-100906,C Campus,Office Tower,HVAC,Emergency,High,High,16-10-2025 06:49,16-10-2025 07:49,34:45.5,V-15,Preferred,8,False,Repeat Failure,3.76,60,On Time,0.88
TKT-100907,C Campus,Hospital,Elevator,Preventive,Medium,Medium,07-08-2025 14:27,07-08-2025 15:33,14:31.6,V-18,Standard,4,True,Part Unavailable,4.79,66,Minor Delay,0.5
TKT-100908,A Campus,IT Park,Electrical,Preventive,Medium,Medium,05-12-2025 19:05,05-12-2025 19:38,00:29.5,V-08,Preferred,6,False,Approval Pending,2.92,33,On Time,0.85
TKT-100909,A Campus,Office Tower,Access Control,Emergency,High,High,05-11-2025 16:33,05-11-2025 17:10,11:31.3,V-08,Preferred,12,False,Technician Delay,6.63,37,On Time,0.82
TKT-100910,C Campus,Hospital,HVAC,Preventive,Low,Low,29-11-2025 12:02,29-11-2025 13:22,40:20.9,V-02,Standard,8,False,Approval Pending,6.64,80,On Time,0.69
TKT-100911,B Campus,Office Tower,Elevator,Emergency,High,High,16-07-2025 05:35,16-07-2025 06:33,42:53.7,V-24,Standard,4,False,Approval Pending,3.13,58,On Time,0.72
TKT-100912,A Campus,Mall,Plumbing,Preventive,Low,Low,04-11-2025 04:47,04-11-2025 06:20,32:48.5,V-03,Standard,10,False,Approval Pending,9.76,93,On Time,0.74
TKT-100913,B Campus,Office Tower,Elevator,Emergency,High,High,04-07-2025 15:50,04-07-2025 16:44,08:37.6,V-10,Preferred,4,False,Technician Delay,2.3,54,On Time,0.89
TKT-100914,C Campus,Hospital,Electrical,Preventive,Medium,Medium,24-12-2025 17:09,24-12-2025 18:32,11:55.3,V-01,Standard,6,False,Repeat Failure,5.04,83,On Time,0.69
TKT-100915,C Campus,Office Tower,Electrical,Preventive,Medium,Medium,29-11-2025 23:14,29-11-2025 23:47,18:38.9,V-18,Preferred,6,False,Part Unavailable,5.07,33,On Time,0.82
TKT-100916,B Campus,Hospital,Plumbing,Preventive,Medium,Medium,13-09-2025 00:56,13-09-2025 02:10,56:31.2,V-03,Standard,10,False,Technician Delay,7.0,74,On Time,0.71
TKT-100917,C Campus,Hospital,HVAC,Preventive,Medium,Medium,19-10-2025 21:26,19-10-2025 22:21,20:56.8,V-01,Preferred,8,False,Part Unavailable,3.91,55,On Time,0.88
TKT-100918,B Campus,Hospital,Plumbing,Emergency,High,High,12-12-2025 14:04,12-12-2025 15:00,23:17.0,V-18,Standard,10,False,Technician Delay,5.32,56,On Time,0.71
TKT-100919,B Campus,IT Park,HVAC,Preventive,Medium,Medium,23-08-2025 16:19,23-08-2025 17:43,36:11.6,V-16,Standard,8,True,Technician Delay,8.27,84,Minor Delay,0.57
TKT-100920,A Campus,Mall,Elevator,Emergency,High,High,17-12-2025 04:16,17-12-2025 05:40,28:18.3,V-11,Standard,4,False,Technician Delay,3.2,84,On Time,0.74
TKT-100921,C Campus,Mall,Plumbing,Preventive,Medium,Medium,16-11-2025 18:02,16-11-2025 19:18,17:19.2,V-08,Backup,10,True,Technician Delay,13.25,76,Minor Delay,0.39
TKT-100922,A Campus,IT Park,HVAC,Emergency,High,High,25-09-2025 04:19,25-09-2025 05:11,58:45.1,V-21,Standard,8,False,Misdiagnosis,7.66,52,On Time,0.68
TKT-100923,B Campus,Mall,Elevator,Emergency,High,High,02-09-2025 09:47,02-09-2025 10:55,20:08.4,V-20,Preferred,4,True,Part Unavailable,4.55,68,Minor Delay,0.74
TKT-100924,A Campus,Hospital,Access Control,Preventive,Medium,Medium,26-08-2025 11:33,26-08-2025 13:32,33:00.8,V-24,Backup,12,False,Technician Delay,7.99,119,On Time,0.51
TKT-100925,C Campus,Hospital,Plumbing,Preventive,Medium,Medium,12-09-2025 13:31,12-09-2025 14:38,21:29.6,V-08,Preferred,10,False,Repeat Failure,6.84,67,On Time,0.8
TKT-100926,C Campus,Office Tower,Access Control,Preventive,Low,Low,20-11-2025 08:14,20-11-2025 09:06,56:38.3,V-09,Standard,12,False,Technician Delay,6.7,52,On Time,0.71
TKT-100927,C Campus,Hospital,HVAC,Preventive,Low,Low,02-09-2025 19:46,02-09-2025 20:31,17:54.0,V-15,Preferred,8,True,Approval Pending,8.52,45,Minor Delay,0.65
TKT-100928,B Campus,Hospital,Plumbing,Preventive,Medium,Medium,07-09-2025 08:22,07-09-2025 09:57,15:32.2,V-19,Backup,10,True,Technician Delay,12.89,95,Minor Delay,0.42
TKT-100929,C Campus,Mall,Electrical,Emergency,High,High,08-11-2025 21:33,08-11-2025 22:40,00:15.9,V-17,Preferred,6,False,Technician Delay,5.45,67,On Time,0.87
TKT-100930,C Campus,Office Tower,Electrical,Preventive,Low,Low,22-12-2025 17:42,22-12-2025 18:53,45:28.1,V-24,Backup,6,False,Technician Delay,4.05,71,On Time,0.58
TKT-100931,A Campus,IT Park,Electrical,Preventive,Low,Low,05-07-2025 15:31,05-07-2025 16:11,27:58.6,V-13,Preferred,6,False,Part Unavailable,2.94,40,On Time,0.8
TKT-100932,C Campus,Mall,HVAC,Preventive,Medium,Medium,24-07-2025 02:43,24-07-2025 03:34,03:24.9,V-24,Preferred,8,True,Repeat Failure,8.34,51,Minor Delay,0.69
TKT-100933,B Campus,Office Tower,Electrical,Preventive,Medium,Medium,21-11-2025 19:54,21-11-2025 20:51,57:41.4,V-17,Preferred,6,False,Approval Pending,5.06,57,On Time,0.88
TKT-100934,A Campus,IT Park,Plumbing,Preventive,Medium,Medium,08-11-2025 20:38,08-11-2025 22:04,02:52.2,V-08,Standard,10,False,Misdiagnosis,7.41,86,On Time,0.7
TKT-100935,B Campus,Hospital,Access Control,Preventive,Low,Low,18-10-2025 13:02,18-10-2025 14:20,01:11.2,V-06,Standard,12,False,Part Unavailable,5.98,78,On Time,0.72
TKT-100936,A Campus,Mall,HVAC,Emergency,High,High,09-10-2025 19:20,09-10-2025 20:22,26:13.1,V-15,Standard,8,True,Technician Delay,8.09,62,Minor Delay,0.56
TKT-100937,A Campus,Hospital,Electrical,Preventive,Low,Low,26-10-2025 16:57,26-10-2025 18:45,42:50.3,V-06,Backup,6,False,Repeat Failure,5.76,108,On Time,0.59
TKT-100938,C Campus,IT Park,Electrical,Preventive,Medium,Medium,13-10-2025 10:52,13-10-2025 11:34,01:39.8,V-24,Preferred,6,True,Part Unavailable,6.16,42,Minor Delay,0.67
TKT-100939,C Campus,Mall,HVAC,Preventive,Medium,Medium,27-08-2025 06:31,27-08-2025 07:08,39:33.5,V-05,Preferred,8,False,Repeat Failure,7.13,37,On Time,0.85
TKT-100940,C Campus,IT Park,HVAC,Preventive,Medium,Medium,04-12-2025 01:14,04-12-2025 02:04,36:58.5,V-24,Standard,8,True,Part Unavailable,9.38,50,Minor Delay,0.51
TKT-100941,C Campus,IT Park,Electrical,Emergency,High,High,21-12-2025 06:17,21-12-2025 07:04,17:02.6,V-21,Standard,6,True,Technician Delay,7.99,47,Minor Delay,0.59
TKT-100942,C Campus,IT Park,HVAC,Emergency,High,High,27-07-2025 13:52,27-07-2025 15:14,31:02.6,V-24,Standard,8,False,Repeat Failure,7.64,82,On Time,0.67
TKT-100943,B Campus,Mall,Electrical,Preventive,Medium,Medium,01-11-2025 06:15,01-11-2025 07:05,45:40.6,V-07,Standard,6,True,Repeat Failure,7.51,50,Minor Delay,0.5
TKT-100944,A Campus,IT Park,Elevator,Preventive,Medium,Medium,11-11-2025 14:13,11-11-2025 15:14,58:31.8,V-10,Standard,4,False,Repeat Failure,3.75,61,On Time,0.71
TKT-100945,B Campus,Office Tower,Electrical,Preventive,Medium,Medium,02-12-2025 17:06,02-12-2025 18:16,48:05.4,V-25,Preferred,6,False,Repeat Failure,4.7,70,On Time,0.85
TKT-100946,B Campus,Office Tower,Elevator,Emergency,High,High,18-08-2025 00:57,18-08-2025 02:24,09:01.2,V-05,Standard,4,True,Technician Delay,5.2,87,Minor Delay,0.52
TKT-100947,B Campus,Office Tower,HVAC,Preventive,Low,Low,06-07-2025 14:58,06-07-2025 15:46,54:42.2,V-22,Preferred,8,False,Part Unavailable,4.94,48,On Time,0.84
TKT-100948,B Campus,Office Tower,Plumbing,Preventive,Medium,Medium,21-09-2025 13:34,21-09-2025 14:29,51:00.3,V-15,Preferred,10,False,Misdiagnosis,7.28,55,On Time,0.83
TKT-100949,A Campus,Mall,Electrical,Emergency,High,High,10-08-2025 00:57,10-08-2025 02:07,34:48.5,V-01,Preferred,6,True,Approval Pending,7.61,70,Minor Delay,0.68
TKT-100950,A Campus,Hospital,HVAC,Preventive,Low,Low,26-11-2025 21:44,26-11-2025 23:18,03:06.9,V-18,Standard,8,True,Repeat Failure,8.31,94,Minor Delay,0.53
TKT-100951,C Campus,Mall,HVAC,Preventive,Low,Low,03-12-2025 14:15,03-12-2025 14:55,28:39.4,V-01,Preferred,8,True,Technician Delay,8.22,40,Minor Delay,0.66
TKT-100952,A Campus,Office Tower,HVAC,Emergency,High,High,09-07-2025 05:03,09-07-2025 05:58,27:33.9,V-13,Standard,8,False,Approval Pending,6.4,55,On Time,0.65
TKT-100953,B Campus,Mall,HVAC,Preventive,Medium,Medium,15-12-2025 09:08,15-12-2025 09:43,56:26.7,V-18,Preferred,8,False,Misdiagnosis,3.81,35,On Time,0.8
TKT-100954,A Campus,IT Park,Electrical,Preventive,Low,Low,07-08-2025 17:25,07-08-2025 19:03,38:26.1,V-07,Standard,6,False,Approval Pending,5.21,98,On Time,0.73
TKT-100955,B Campus,Office Tower,Electrical,Preventive,Medium,Medium,26-08-2025 13:16,26-08-2025 14:28,41:30.5,V-08,Standard,6,True,Technician Delay,8.42,72,Minor Delay,0.53
TKT-100956,A Campus,Office Tower,HVAC,Emergency,High,High,11-09-2025 09:05,11-09-2025 10:38,26:06.0,V-12,Standard,8,True,Technician Delay,8.35,93,Minor Delay,0.52
TKT-100957,C Campus,IT Park,Elevator,Emergency,High,High,03-09-2025 13:15,03-09-2025 13:54,22:34.4,V-08,Preferred,4,False,Repeat Failure,2.11,39,On Time,0.88
TKT-100958,A Campus,Office Tower,Elevator,Preventive,Medium,Medium,10-10-2025 15:14,10-10-2025 16:45,01:44.4,V-05,Standard,4,True,Technician Delay,4.78,91,Minor Delay,0.59
TKT-100959,B Campus,Office Tower,Access Control,Emergency,High,High,22-08-2025 01:38,22-08-2025 03:22,30:26.8,V-15,Backup,12,False,Misdiagnosis,10.86,104,On Time,0.5
TKT-100960,B Campus,IT Park,Electrical,Emergency,High,High,21-09-2025 15:54,21-09-2025 17:23,00:25.2,V-04,Standard,6,False,Approval Pending,4.09,89,On Time,0.74
TKT-100961,B Campus,Office Tower,HVAC,Preventive,Medium,Medium,30-10-2025 14:08,30-10-2025 15:59,33:51.9,V-10,Backup,8,True,Approval Pending,9.42,111,Minor Delay,0.35
TKT-100962,C Campus,Hospital,Plumbing,Emergency,High,High,01-09-2025 14:25,01-09-2025 15:34,28:54.0,V-23,Preferred,10,False,Part Unavailable,6.05,69,On Time,0.84
TKT-100963,C Campus,Hospital,Plumbing,Preventive,Low,Low,28-09-2025 21:10,28-09-2025 22:08,26:28.1,V-16,Standard,10,True,Part Unavailable,11.26,58,Minor Delay,0.59
TKT-100964,B Campus,Office Tower,Electrical,Preventive,Medium,Medium,30-07-2025 04:40,30-07-2025 05:40,44:25.7,V-11,Preferred,6,True,Misdiagnosis,7.06,60,Minor Delay,0.73
TKT-100965,A Campus,Office Tower,Elevator,Preventive,Medium,Medium,13-07-2025 23:10,14-07-2025 00:02,56:12.9,V-14,Preferred,4,False,Technician Delay,1.76,52,On Time,0.8
TKT-100966,C Campus,Hospital,HVAC,Preventive,Medium,Medium,30-10-2025 06:23,30-10-2025 07:18,04:53.1,V-07,Preferred,8,True,Approval Pending,8.7,55,Minor Delay,0.7
TKT-100967,A Campus,Hospital,Plumbing,Emergency,High,High,25-07-2025 14:29,25-07-2025 15:32,07:22.1,V-24,Preferred,10,False,Technician Delay,6.64,63,On Time,0.8
TKT-100968,C Campus,Office Tower,HVAC,Preventive,Low,Low,02-08-2025 15:23,02-08-2025 15:53,53:46.7,V-01,Preferred,8,False,Approval Pending,7.5,30,On Time,0.84
TKT-100969,A Campus,IT Park,HVAC,Preventive,Low,Low,08-10-2025 08:43,08-10-2025 10:19,46:26.4,V-13,Standard,8,True,Part Unavailable,8.05,96,Minor Delay,0.53
TKT-100970,C Campus,Office Tower,Electrical,Preventive,Medium,Medium,30-08-2025 12:54,30-08-2025 14:47,14:14.3,V-09,Backup,6,True,Part Unavailable,8.32,113,Minor Delay,0.35
TKT-100971,A Campus,Office Tower,Elevator,Preventive,Low,Low,24-09-2025 18:13,24-09-2025 19:44,02:40.4,V-12,Backup,4,True,Approval Pending,6.82,91,Major Delay,0.37
TKT-100972,C Campus,Hospital,Plumbing,Preventive,Medium,Medium,11-08-2025 12:17,11-08-2025 13:41,20:52.8,V-01,Standard,10,True,Technician Delay,14.06,84,Minor Delay,0.56
TKT-100973,B Campus,Hospital,Plumbing,Preventive,Medium,Medium,07-08-2025 20:14,07-08-2025 20:59,44:59.7,V-09,Standard,10,True,Misdiagnosis,11.5,45,Minor Delay,0.59
TKT-100974,C Campus,Hospital,HVAC,Preventive,Low,Low,16-09-2025 08:11,16-09-2025 08:58,30:00.4,V-23,Standard,8,True,Misdiagnosis,10.32,47,Minor Delay,0.52
TKT-100975,C Campus,Office Tower,Electrical,Preventive,Medium,Medium,03-08-2025 17:49,03-08-2025 19:19,03:21.6,V-23,Backup,6,True,Part Unavailable,8.22,90,Minor Delay,0.42
TKT-100976,C Campus,Mall,Elevator,Preventive,Medium,Medium,17-07-2025 01:59,17-07-2025 03:10,29:00.2,V-09,Standard,4,True,Technician Delay,5.49,71,Minor Delay,0.56
TKT-100977,C Campus,IT Park,Plumbing,Preventive,Medium,Medium,10-12-2025 13:58,10-12-2025 14:48,20:52.7,V-22,Preferred,10,True,Part Unavailable,10.37,50,Minor Delay,0.68
TKT-100978,B Campus,IT Park,HVAC,Preventive,Low,Low,07-08-2025 11:09,07-08-2025 13:01,42:51.0,V-23,Backup,8,True,Technician Delay,12.55,112,Major Delay,0.36
TKT-100979,B Campus,Mall,Plumbing,Preventive,Medium,Medium,30-08-2025 10:07,30-08-2025 11:09,56:48.2,V-03,Standard,10,False,Repeat Failure,9.82,62,On Time,0.73
TKT-100980,A Campus,Mall,Access Control,Preventive,Medium,Medium,06-08-2025 01:13,06-08-2025 02:18,30:21.0,V-03,Standard,12,False,Technician Delay,5.27,65,On Time,0.65
TKT-100981,A Campus,Hospital,Access Control,Emergency,High,High,23-11-2025 03:10,23-11-2025 04:43,23:50.2,V-14,Standard,12,False,Misdiagnosis,6.22,93,On Time,0.71
TKT-100982,A Campus,Hospital,Plumbing,Emergency,High,High,04-08-2025 09:24,04-08-2025 10:42,00:47.9,V-17,Backup,10,False,Technician Delay,7.61,78,On Time,0.52
TKT-100983,C Campus,Mall,Plumbing,Emergency,High,High,10-12-2025 02:05,10-12-2025 03:12,27:11.2,V-10,Preferred,10,False,Misdiagnosis,6.36,67,On Time,0.86
TKT-100984,B Campus,Hospital,Electrical,Emergency,High,High,08-10-2025 16:01,08-10-2025 16:44,19:53.5,V-05,Preferred,6,False,Approval Pending,4.31,43,On Time,0.82
TKT-100985,C Campus,Hospital,Elevator,Preventive,Low,Low,18-10-2025 11:21,18-10-2025 12:15,34:56.3,V-06,Preferred,4,False,Approval Pending,2.23,54,On Time,0.83
TKT-100986,B Campus,Hospital,HVAC,Emergency,High,High,03-11-2025 19:20,03-11-2025 20:11,40:05.7,V-20,Standard,8,False,Misdiagnosis,5.32,51,On Time,0.67
TKT-100987,C Campus,Office Tower,HVAC,Emergency,High,High,30-09-2025 23:00,30-09-2025 23:45,15:51.4,V-08,Preferred,8,False,Repeat Failure,5.26,45,On Time,0.81
TKT-100988,A Campus,Office Tower,Access Control,Emergency,High,High,28-11-2025 07:26,28-11-2025 08:13,19:26.1,V-23,Preferred,12,False,Repeat Failure,7.89,47,On Time,0.81
TKT-100989,A Campus,Mall,Access Control,Preventive,Medium,Medium,06-11-2025 19:41,06-11-2025 20:32,42:21.9,V-13,Preferred,12,False,Part Unavailable,4.01,51,On Time,0.87
TKT-100990,B Campus,IT Park,Plumbing,Preventive,Medium,Medium,08-08-2025 21:57,08-08-2025 22:38,34:23.0,V-22,Preferred,10,False,Misdiagnosis,5.61,41,On Time,0.81
TKT-100991,B Campus,IT Park,HVAC,Preventive,Medium,Medium,31-07-2025 22:31,31-07-2025 23:23,33:56.0,V-15,Preferred,8,False,Part Unavailable,4.03,52,On Time,0.8
TKT-100992,A Campus,IT Park,Plumbing,Preventive,Medium,Medium,25-07-2025 22:51,26-07-2025 00:11,38:03.7,V-14,Backup,10,True,Technician Delay,14.77,80,Minor Delay,0.35
TKT-100993,B Campus,IT Park,HVAC,Preventive,Medium,Medium,03-10-2025 19:41,03-10-2025 20:48,35:36.6,V-01,Preferred,8,False,Repeat Failure,3.91,67,On Time,0.8
TKT-100994,C Campus,Office Tower,Electrical,Preventive,Medium,Medium,03-11-2025 08:36,03-11-2025 09:20,58:54.1,V-14,Preferred,6,False,Approval Pending,3.37,44,On Time,0.87
TKT-100995,B Campus,Hospital,Elevator,Preventive,Low,Low,09-11-2025 02:59,09-11-2025 03:59,31:48.2,V-15,Preferred,4,False,Technician Delay,2.53,60,On Time,0.88
TKT-100996,B Campus,IT Park,Elevator,Preventive,Low,Low,04-12-2025 00:48,04-12-2025 01:18,40:44.4,V-22,Preferred,4,False,Approval Pending,3.86,30,On Time,0.83
TKT-100997,B Campus,IT Park,Electrical,Preventive,Low,Low,21-09-2025 12:33,21-09-2025 13:19,41:18.8,V-23,Preferred,6,False,Technician Delay,3.13,46,On Time,0.84
TKT-100998,C Campus,Hospital,Elevator,Emergency,High,High,30-11-2025 12:40,30-11-2025 13:36,22:02.0,V-23,Standard,4,True,Technician Delay,4.7,56,Minor Delay,0.5
